"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.800638430E2,5.233514980E1,4.873538204E0,-9.492404936E-1,1.728656247E0,7.127598060E1,5.023634139E0,2.930467040E0
1.810638390E2,5.233514597E1,4.873579956E0,-5.690793842E-1,9.887555850E-1,9.353341543E1,4.996278279E0,2.976867547E0
1.820638363E2,5.233513866E1,4.873639521E0,-1.239721524E0,1.924171078E0,9.215919312E1,5.007100541E0,2.958628264E0
1.830638334E2,5.233516178E1,4.873666013E0,-9.751481842E-1,1.051421014E0,6.689583998E1,4.988375869E0,2.990090839E0
1.840638318E2,5.233517122E1,4.873736371E0,-1.331788866E0,2.191303590E0,7.400209520E1,4.958954969E0,3.038634997E0
1.850638298E2,5.233517059E1,4.873785284E0,-1.185681609E0,1.031993379E0,8.408102979E1,4.932645295E0,3.081160078E0
1.860638285E2,5.233517706E1,4.873857477E0,-1.327577215E0,1.994345088E0,8.742711578E1,4.920730886E0,3.100152347E0
1.870638289E2,5.233518332E1,4.873974998E0,-1.152116288E0,3.678101553E0,8.821642844E1,4.913764531E0,3.111182278E0
1.880638283E2,5.233517299E1,4.874077752E0,-6.814326718E-1,4.518948256E0,9.508440977E1,4.911018601E0,3.115514938E0
1.890638285E2,5.233517239E1,4.874066146E0,-9.778447058E-1,1.024168925E0,1.015392032E2,4.919385918E0,3.102286129E0
1.900638285E2,5.233517950E1,4.874135297E0,1.357615925E-1,1.572821895E0,7.765266557E1,4.941517445E0,3.066910884E0
1.910638292E2,5.233516612E1,4.874208364E0,-3.909014259E-2,1.790927783E0,8.068267294E1,4.941940892E0,3.066228506E0
1.920638305E2,5.233514362E1,4.874236415E0,-4.909565607E-1,9.766759901E-1,1.082212069E2,4.943282336E0,3.064065401E0
1.930638320E2,5.233513066E1,4.874303506E0,-2.273441078E-1,1.607013055E0,1.139994253E2,4.934115294E0,3.078805498E0
1.940638335E2,5.233513042E1,4.874356865E0,5.678141955E-2,9.344240149E-1,9.882339125E1,4.942339233E0,3.065586394E0
1.950638380E2,5.233514642E1,4.874412549E0,-3.376671029E-1,1.547836017E0,7.368094424E1,4.918687263E0,3.103393730E0
1.960638362E2,5.233515423E1,4.874481607E0,-5.160580259E-1,9.635150590E-1,7.284729241E1,4.900297555E0,3.132350699E0
1.970638387E2,5.233515078E1,4.874533447E0,-5.978866406E-1,1.427057837E0,7.361051621E1,4.886228977E0,3.154251641E0
1.980638427E2,5.233514613E1,4.874578412E0,-2.779503055E-1,1.023026174E0,7.356007348E1,4.877215654E0,3.168170528E0
1.990638446E2,5.233514294E1,4.874629954E0,-3.376053274E-1,1.059140664E0,7.409322794E1,4.887502672E0,3.152277695E0
2.000638469E2,5.233513886E1,4.874700611E0,-5.534302602E-1,1.654380313E0,7.664399517E1,4.900495506E0,3.132041001E0
2.010638502E2,5.233514857E1,4.874736785E0,-4.451000299E-1,9.910890954E-1,6.133314275E1,4.907272990E0,3.121411353E0
2.020638530E2,5.233515462E1,4.874803292E0,-7.600364275E-2,1.637977649E0,6.277813855E1,4.919486643E0,3.102126400E0
2.030638564E2,5.233513985E1,4.874861202E0,3.823371977E-2,9.427013150E-1,6.995843807E1,4.921866418E0,3.098349237E0
2.040638589E2,5.233513110E1,4.874917758E0,-1.823568214E-1,1.404513178E0,8.158496020E1,4.945711517E0,3.060142909E0
2.050638628E2,5.233511899E1,4.875011700E0,-3.721988946E-2,2.185194352E0,8.690167415E1,5.066038518E0,3.034689113E0
